user_id,target
4141012,1
4141584,0
4141598,1
4141618,1
4142105,1
4143128,1
4143532,1
4143985,0
4144335,0
4144733,0
4145738,0
4146269,0
4146427,1
4146601,0
4147236,0
4147363,0
4147398,0
4147619,0
4147829,1
4148059,1
4148679,0
4148686,1
4149181,1
4149622,1
4150122,0
4150159,1
4150746,0
4151660,1
4152658,1
4152688,0
4153089,0
4153249,0
4153335,1
4154043,0
4154542,1
4154813,0
4155134,1
4157105,1
4157264,1
4157387,0
4158041,1
4158988,0
4159106,0
4159714,0
4159976,0
4160074,0
4160637,1
4160706,0
4161948,0
4162195,1
4162213,0
4162488,0
4163227,1
4163990,0
4165153,0
4167041,0
4167695,0
4171078,0
4171139,1
4171546,0
4174099,0
4174152,1
4175950,0
4177100,0
4177392,0
4177530,1
4180818,0
4180971,1
4182433,0
4183982,0
4184648,0
4185427,0
4185773,0
4185824,1
4186421,1
4187206,1
4188030,0
4188097,0
4188509,0
4189267,0
4189405,1
4189868,0
4192050,0
4192095,0
4192114,1
4201439,0
4201748,1
4202088,1
4203829,0
4210140,0
4211212,0
4211334,0
4212445,0
4213917,0
4213940,1
4215409,1
4216050,0
4216350,0
4220301,1
4220302,1
4220566,0
4222342,0
4222495,0
4224707,0
4224908,1
4225387,0
4226495,1
4226973,0
4227678,0
4229457,0
4235329,0
4235673,0
4235981,1
4236004,0
4237375,1
4237619,0
4237792,1
4238324,1
4240241,1
4240250,0
4243210,0
4247831,0
4248017,0
4257124,1
4260043,1
4260516,0
4260975,1
4261281,1
4266991,0
4267399,0
4277070,0
4278454,0
4278726,0
4279747,1
4279950,0
4281094,1
4282181,0
4284602,0
4284657,1
4285070,0
4285143,0
4285316,0
4285514,0
4286287,1
4286706,0
4286713,0
4286724,1
4286758,0
4286763,0
4286784,0
4286792,1
4286793,0
4286921,0
4287086,1
4287435,1
4287910,0
4290325,0
4291414,1
4295434,0
4296673,0
4297040,0
4297043,1
4297466,0
4297788,0
4298512,1
4298628,0
4298646,0
4298809,0
4298844,0
4299259,0
4299569,0
4299571,1
4299695,0
4299909,0
4301411,0
4301867,0
4303239,0
4304508,0
4304937,0
4308365,1
4308999,0
4309115,0
4309373,0
4309484,0
4312015,0
4312885,0
4313366,1
4315306,0
4316473,0
4316834,0
4317669,1
4318001,0
4318485,0
4318811,0
4319353,0
4319518,0
4320485,0
4320933,0
4323481,0
4325921,0
4328004,0
4330356,1
4333351,0
4334735,0
4336602,1
4340827,1
4341896,0
4342402,0
4343180,0
4343432,0
4343996,0
4344438,0
4345314,0
4345385,0
4349725,0
3956170,0
3903305,0
3903403,0
3905503,0
3905845,0
3905968,0
3906114,1
3906931,0
3907417,0
3907821,0
3908017,1
3910306,1
3910889,0
3912005,1
3912075,1
3912280,0
3912363,0
3912629,0
3912736,0
3912793,0
3912795,0
3912972,0
3913127,0
3913350,0
3913351,0
3913463,0
3913634,0
3913782,0
3913804,0
3914833,0
3915207,1
3915759,0
3916100,1
3916206,0
3916266,0
3916556,0
3916792,0
3916964,1
3917065,0
3917601,0
3917791,0
3917982,0
3918066,0
3918070,0
3918103,0
3918108,0
3918148,0
3918224,0
3918251,1
3918345,0
3918510,0
3918679,0
3918705,1
3919002,1
3919138,0
3919198,0
3919299,1
3919739,1
3919904,0
3920111,0
3920153,0
3920297,1
3920342,0
3920493,0
3920510,0
3920593,0
3921335,0
3921350,1
3921523,1
3921713,1
3922065,0
3922116,1
3922171,0
3922315,0
3922386,0
3922530,1
3925661,0
3927065,0
3927871,0
3928295,0
3928498,0
3928667,1
3928869,0
3928936,0
3929036,1
3929452,0
3929509,0
3929953,0
3929968,0
3931606,0
3931671,0
3932095,0
3932107,0
3932269,1
3932274,0
3932510,1
3932699,0
3932817,1
3933019,0
3933054,0
3933194,0
3933248,1
3933299,1
3933399,0
3933717,0
3933906,0
3934111,0
3934119,0
3934171,0
3934367,0
3934935,0
3935009,0
3935333,0
3935493,0
3935863,0
3936008,1
3936229,0
3936270,0
3936454,0
3936765,0
3937384,1
3938351,0
3938841,1
3939011,0
3939168,0
3940520,0
3940608,0
3940690,0
3940729,1
3941317,0
3942066,0
3942119,0
3942124,0
3942970,0
3943527,0
3943623,0
3945651,0
3945842,1
3946060,1
3946098,0
3946957,0
3947200,1
3947294,0
3947530,0
3948440,1
3948624,0
3948764,0
3949016,0
3949341,0
3950993,0
3951861,0
3952039,0
3952243,0
3953073,1
3953279,0
3954050,1
3954656,0
3956427,1
3956665,0
3959028,0
3959049,1
3961109,0
3963406,0
3964206,0
3966755,1
3968853,0
3970164,0
3971340,0
3973890,0
3975145,1
3977359,0
3981533,1
3983096,0
3983121,0
3984194,1
3988558,0
3989106,0
3989188,0
3991525,1
3992336,0
3993527,0
3995705,0
3996879,0
3998868,0
3999056,1
3999224,0
3999329,0
4000863,1
4001983,0
4002549,0
4003091,0
4003178,0
4003404,0
4005015,0
4006469,0
4007615,0
4008073,0
4010628,0
4010667,0
4011847,0
4014600,0
4014765,0
4015976,0
4017258,0
4017636,0
4020899,1
4021423,0
4021855,0
4022108,0
4022192,0
4024684,0
4024928,0
4033036,0
4035307,0
4039285,0
4040608,1
4041391,0
4041428,0
4042182,1
4042251,0
4042255,0
4042534,0
4042754,0
4042891,1
4042952,1
4043172,1
4043229,0
4043235,0
4043239,0
4044038,0
4044842,1
4045338,0
4045876,1
4046012,0
4046506,0
4046528,0
4046653,0
4047355,1
4047476,0
4047620,0
4049382,0
4050422,0
4052060,0
4052335,0
4053285,0
4054111,0
4054179,0
4061895,1
4063606,0
4063700,0
4065946,0
4066596,0
4066843,0
4066860,0
4067025,0
4067143,0
4067351,0
4067368,0
4067440,1
4067540,0
4067787,0
4067852,1
4067890,0
4067907,0
4068143,1
4068158,1
4068164,0
4068178,0
4068198,0
4068317,1
4068366,0
4068422,0
4068583,0
4068657,0
4068848,1
4068957,0
4069067,0
4069211,0
4069290,0
4069358,0
4069510,0
4069578,1
4069680,0
4069856,0
4069909,0
4069926,0
4071385,1
4074034,0
4074545,0
4074664,0
4075749,0
4075847,0
4076145,0
4076200,1
4076359,0
4076486,0
4076673,0
4076792,0
4077002,1
4077136,0
4077227,0
4077305,0
4077518,0
4077522,0
4077878,0
4077897,0
4077969,0
4078125,0
4078300,0
4078331,0
4078514,0
4078542,0
4078667,0
4078744,0
4078915,0
4079279,0
4079295,0
4079557,0
4079659,0
4079710,0
4079713,0
4079743,0
4079768,1
4079785,0
4079927,0
4080036,0
4080166,0
4080173,0
4080461,0
4080645,0
4080749,0
4080841,1
4080999,1
4081448,0
4081963,0
4082221,0
4082247,0
4083275,0
4083392,0
4083536,0
4083620,0
4083765,0
4084254,0
4084272,0
4085207,0
4086267,0
4086362,0
4086784,0
4086855,0
4087023,1
4087417,0
4087799,0
4087967,0
4088231,1
4088667,0
4089506,1
4089862,1
4090214,0
4090513,0
4090586,0
4090662,0
4091940,0
4092830,0
4092871,1
4092987,0
4093375,0
4093534,0
4093721,0
4094282,0
4094367,0
4094679,0
4094739,1
4096435,1
4096546,1
4096653,0
4097090,0
4098436,1
4099863,0
4100113,0
4100280,0
4100552,1
4101200,0
4101359,0
4102098,1
4102520,0
4102648,1
4102673,0
4103595,0
4104132,0
4104177,0
4104293,0
4104610,1
4104810,1
4105115,0
4105624,0
4105893,0
4106068,0
4106294,0
4107260,0
4107657,0
4107992,0
4108167,1
4108346,0
4108639,0
4108845,0
4109037,0
4109394,1
4109448,1
4109760,0
4110508,0
4110758,1
4110913,1
4111027,0
4111118,0
4111198,1
4111634,1
4111655,0
4112026,1
4112442,0
4112495,0
4113449,0
4113595,0
4113747,0
4114253,0
4114599,1
4116573,1
4116713,1
4117166,0
4117897,1
4117913,1
4118517,0
4120515,0
4120751,0
4121015,0
4121550,0
4121882,0
4124634,0
4125395,0
4126179,0
4126206,1
4126242,0
4126335,1
4126793,0
4127144,0
4127580,0
4127726,0
4128407,0
4128944,1
4128973,1
4129315,0
4129324,1
4129327,0
4129604,1
4129896,0
4130120,0
4131061,1
4131417,1
4131890,0
4131932,0
4131946,0
4132350,0
4132585,1
4132602,0
4132634,0
4132871,1
4132872,0
4132905,1
4133055,0
4133104,0
4133313,1
4133486,0
4133538,1
4133544,0
4133626,0
4134250,1
4134461,0
4134654,1
4135612,0
4136198,0
4136321,0
4136484,0
4136607,0
4136886,0
4136919,0
4137003,0
4137353,0
4137455,0
4137459,0
4137477,0
4137559,1
4138108,0
4139022,0
4139149,0
4139161,0
4139365,0
4140022,0
4140059,0
4140241,1
4141438,0
4142431,1
4143061,0
4143110,1
4144163,0
4144244,0
4144294,0
4144336,0
4144561,1
4144770,1
4144891,1
4145525,1
4146612,0
4146750,0
4147000,1
4147048,0
4148205,0
4148835,0
4149497,0
4150276,0
4151549,0
4152003,0
4152719,1
4152783,0
4152869,0
4153429,0
4153550,0
4153934,1
4156792,0
4157288,0
4157564,1
4157792,0
4157988,0
4160123,0
4160327,1
4161981,0
4162568,0
4162727,0
4165368,1
4166229,0
4174358,1
4174827,0
4175467,1
4175829,1
4176590,0
4177075,0
4177515,0
4179736,0
4182314,0
4182379,0
4183522,0
4183620,0
4184742,0
4185682,0
4186816,0
4187252,0
4187343,0
4187559,0
4188643,0
4188762,0
4188902,1
4189033,0
4189231,0
4189653,0
4189943,0
4190596,0
4190768,0
4197251,0
4201024,0
4201124,0
4201788,0
4201968,0
4201991,1
4202128,1
4202274,0
4202452,0
4202746,0
4202790,1
4203529,0
4203578,0
4203702,0
4204006,0
4204362,1
4204573,0
4210088,0
4211193,1
4211887,1
4211981,0
4212397,0
4212544,0
4212604,0
4212605,0
4212786,0
4213759,0
4214377,0
4215059,0
4216398,1
4216416,0
4217468,0
4218019,1
4220072,0
4220252,0
4220291,0
4222181,0
4223075,1
4223193,1
4224509,0
4224559,1
4228163,0
4228527,1
4232769,1
4235748,0
4235757,0
4236375,0
4239796,0
4240152,1
4241237,1
4243671,0
4244884,1
4245033,0
4247864,0
4248432,0
4248520,0
4248645,1
4250263,0
4250666,1
4254790,0
4257777,0
4258121,0
4259927,0
4260015,0
4262748,0
4263706,0
4263954,0
4273639,1
4274722,0
4277852,0
4280115,0
4281632,0
4282607,0
4284383,0
4285961,0
4286813,0
4289775,0
4302232,1
4303928,0
4304185,0
4306207,1
4308368,0
4308378,1
4311288,1
4311293,0
4313636,0
4314335,0
4316761,0
4318199,1
4318737,0
4319788,1
4327184,0
4327525,0
4327584,0
4343115,0
4344937,0
4351513,0
4359102,0
4360893,0
4361010,0
4361021,0
4361023,0
4361090,0
4361123,0
4361179,0
4361392,0
4361489,0
4361702,1
4361771,1
4361823,0
4361877,0
4361971,0
4362089,0
4362110,0
4362174,0
4362221,0
4362564,0
4362771,0
4362791,0
4362939,0
4362986,0
4363023,0
4363098,0
4363187,1
4363204,0
4363206,1
4363222,0
4363286,0
4363363,0
4363611,1
4363667,0
4363699,0
4363729,0
4363738,0
4363739,1
4363875,0
4363897,0
4363904,0
4364009,0
4364060,1
4364093,0
4364096,0
4364173,0
4364204,0
4364267,0
4364299,0
4364376,0
4364406,0
4364462,0
4364495,1
4364504,0
4364511,0
4364614,0
4364663,0
4364910,0
4364943,0
4364962,0
4364963,0
4364983,1
4365022,0
4365114,0
4365191,0
4365217,0
4365281,0
4365321,0
4365339,0
4365362,0
4365528,0
4365530,0
4365692,0
4365696,1
4365734,0
4365824,0
4365920,0
4365944,0
4365979,0
4365992,0
4366061,0
4366194,0
4366195,0
4366232,0
4366310,0
4366513,0
4366588,0
4366616,0
4366639,0
4366818,0
4366844,0
4366886,0
4366959,0
4366991,0
4366994,1
4367122,0
4367169,0
4367182,0
4367198,0
4367202,0
4367251,0
4367275,0
4367327,0
4367332,0
4367504,0
4367527,0
4367600,0
4367602,0
4367611,0
4367643,0
4367753,0
4367769,0
4367895,0
4367934,0
4368028,1
4368183,0
4368229,0
4368285,0
4368342,0
4368736,0
4368756,1
4368793,0
4368794,0
4368821,0
4368941,0
4368944,1
4369017,0
4369068,0
4369267,0
4369270,0
4369272,1
4369283,0
4369307,1
4369362,0
4369471,0
4369506,0
4369514,0
4369518,0
4369585,0
4369596,0
4369643,0
4369655,0
4369691,0
4369790,0
4369803,0
4369832,0
4369877,0
4369882,0
4369892,0
4369903,0
4369926,0
4370002,0
4370007,0
4370018,0
4370048,1
4370098,0
4370156,0
4370206,0
4370282,0
4370389,0
4370439,0
4370537,0
4370557,0
4370600,0
4370640,0
4370750,0
4370761,0
4370793,0
4370820,0
4370853,1
4370870,0
4370893,0
4370946,1
4371037,0
4371137,0
4371155,0
4371177,0
4371341,0
4371388,0
4371395,0
4371396,0
4371399,0
4371415,0
4371427,0
4371476,0
4371485,0
4371489,0
4371520,0
4371543,1
4371573,0
4371600,0
4371614,0
4371685,0
4371704,0
4371729,0
4371762,1
4371770,0
4371836,0
4371873,0
4371903,0
4371945,0
4371955,0
4371965,1
4372018,0
4372047,0
4372069,1
4372130,0
4372263,0
4372347,1
4372417,1
4372446,0
4372473,0
4372521,0
4372582,0
4372635,0
4372646,1
4372663,0
4372677,0
4372679,0
4372695,0
4372726,0
4372739,1
4372776,1
4372779,0
4372805,0
4372926,0
4372984,0
4373002,0
4373050,0
4373173,0
4373183,0
4373234,1
4373324,0
4373377,0
4373398,0
4373529,0
4373590,0
4373680,1
4373735,0
4373745,0
4373964,0
4373990,1
4373996,0
4374194,0
4374222,0
4374273,1
4374282,0
4374319,0
4374338,0
4374519,0
4374555,0
4374585,0
4374615,0
4375078,0
4375094,0
4375261,0
4375568,0
4375615,0
4375622,0
4375715,0
4375733,0
4375961,0
4375983,0
4376079,1
4376149,1
4376227,0
4376273,0
4376444,0
4376479,0
4376744,1
4376912,0
4377029,0
4377268,1
4377559,0
4377804,0
4378245,0
4378603,0
4379167,0
4379871,1
4380016,0
4380317,0
4380586,0
4380761,0
4380832,1
4380854,0
4381260,0
4381481,0
4381858,0
4382061,0
4382409,1
4382815,1
4383061,0
4383180,0
4383247,0
4383289,0
4384215,1
4384418,0
4384863,0
4385044,0
4385222,0
4385269,0
4385393,0
4385445,0
4385518,0
4385583,0
4385607,0
4385621,0
4385894,0
4386201,0
4386543,0
4386858,0
4386977,0
4387085,0
4387114,0
4387228,0
4387380,1
4387591,0
4388013,0
4388149,0
4389260,1
4389326,0
4389478,1
4389620,0
4389845,0
4389912,0
4390302,0
4390334,0
4390848,0
4390991,0
4391032,0
4391202,0
4391533,0
4391740,0
4392077,0
4392081,0
4392359,0
4392472,0
4392826,0
4393900,0
4394923,0
4395187,0
4395496,0
4396142,0
4396714,0
4397002,0
4397066,0
4398138,0
4398449,0
4398945,1
4399184,0
4399245,1
4399647,0
4400193,0
4400322,0
4400346,1
4400434,0
4400760,0
4400911,0
4401032,0
4401099,0
4401258,0
4401510,0
4401569,0
4401609,0
4401636,0
4402473,0
4402542,0
4402802,0
4403796,0
4404523,0
4404551,1
4404640,0
4404873,0
4405113,0
4405216,0
4405276,0
4405482,0
4405871,1
4406282,1
4406311,0
4406428,1
4406563,1
4406621,1
4406626,1
4406658,0
4406755,0
4406770,0
4406911,0
4406981,0
4407015,0
4407052,1
4407106,0
4407222,0
4407264,0
4407267,1
4407282,0
4407353,0
4407428,0
4407491,0
4408036,0
4408267,0
4408689,0
4408993,0
4409059,1
4409064,0
4409111,0
4409129,0
4409224,0
4409291,0
4409349,1
4409534,0
4409536,0
4409574,0
4409642,0
4409649,0
4409673,0
4409748,0
4409811,0
4409819,0
4409851,0
4409872,0
4409953,0
4409954,0
4409963,0
4410213,0
4410224,0
4410280,0
4410370,0
4410523,1
4410879,1
4410901,0
4411030,0
4411130,0
4411229,1
4411295,0
4411412,0
4411846,0
4411965,0
4412448,0
4412572,0
4412682,0
4412741,0
4412784,0
4412906,0
4413100,0
4413161,0
4413210,0
4413347,0
4413356,0
4413452,0
4413468,0
4413579,0
4413658,0
4413661,0
4413808,1
4413862,0
4414430,0
4414439,0
4414603,0
4414761,0
4415326,0
4415666,1
4415718,0
4416112,1
4416126,0
4416302,1
4416902,0
4416927,0
4416944,0
4417175,0
4417274,0
4417278,0
4417538,1
4417730,1
4418135,1
4418206,0
4418274,0
4418289,0
4418323,1
4418839,1
4419049,0
4419101,0
4419205,0
4419397,0
4419398,0
4419544,0
4419567,0
4419618,0
4419845,0
4419947,0
4419995,0
4420212,0
4420478,1
4420668,1
4420751,1
4420755,1
4420931,0
4420934,0
4420998,0
4421199,0
4421304,0
4421467,0
4421537,1
4421718,0
4421729,0
4421775,1
4421899,0
4422282,0
4422622,0
4422896,0
4422989,0
4423106,0
4423155,0
4423356,0
4423422,0
4424163,0
4424278,1
4424476,1
4424746,0
4424774,0
4424814,1
4424885,1
4424894,0
4424947,0
4425148,1
4425221,1
4425325,1
4425348,0
4425448,0
4425489,0
4425522,0
4425746,0
4425884,1
4426184,0
4426222,0
4426294,1
4426525,0
4426763,0
4426810,0
4426910,1
4427146,0
4427319,0
4427326,1
4427642,0
4427704,0
4428284,0
4428629,1
4429203,0
4430068,1
4430397,0
4431263,1
4431328,0
4431830,1
4432418,0
4432620,0
4432817,0
4433349,0
4433609,0
4433980,1
4434079,0
4434368,0
4434860,0
4437169,0
4437202,0
4437266,0
4437658,1
4437911,1
4437997,0
4439429,0
4439640,0
4439834,1
4440173,0
4440182,0
4440524,0
4440820,0
4442288,1
4442668,0
4443988,0
4444302,1
4444391,0
4444527,0
4444602,0
4444664,0
4444748,0
4444778,1
4444804,0
4444986,0
4446231,0
4446393,0
4446502,0
4446542,0
4446543,0
4446692,0
4446946,0
4447132,1
4447198,0
4447500,1
4447842,1
4448021,0
4448125,0
4448133,0
4448458,0
4448593,0
4448626,0
4448976,0
4448997,0
4449044,0
4449289,0
4449388,0
4449417,0
4449473,0
4449942,0
4450174,0
4450989,0
4451778,0
4452788,0
4453269,0
4453439,1
4453454,0
4453832,0
4454036,1
4454214,0
4454477,0
4455002,0
4455608,0
4486593,0
3904411,0
3906628,0
3909185,0
3912536,0
3915694,0
3916431,1
3917155,0
3917325,0
3917351,0
3918151,1
3918193,0
3918655,0
3919503,0
3920048,0
3920741,0
3920868,0
3921390,1
3922443,0
3928364,1
3932544,0
3932975,0
3933013,0
3933051,0
3933211,0
3933320,0
3934236,1
3935125,1
3935625,0
3937159,0
3938749,0
3938964,1
3940800,0
3940867,0
3941062,0
3941140,0
3942139,0
3942433,0
3942790,1
3942912,0
3947121,0
3950320,0
3954896,0
3958288,1
3965361,0
3995469,0
4018625,1
4019145,0
4023123,1
4028066,0
4028260,0
4041914,1
4042111,1
4042206,0
4043283,1
4043455,1
4044610,1
4044731,0
4049888,0
4051265,0
4060120,0
4060924,0
4066641,0
4066732,0
4066938,0
4067987,1
4068084,0
4068980,0
4072286,0
4077499,0
4078619,0
4078706,1
4079474,0
4079585,0
4080541,0
4080943,1
4081575,0
4081973,0
4082289,0
4083097,0
4090368,1
4091715,0
4098372,0
4101495,0
4102825,0
4103889,0
4104153,0
4105565,0
4109217,0
4110948,0
4111202,0
4111534,0
4112370,0
4114302,1
4115041,0
4115186,1
4124405,1
4125481,0
4125897,0
4126238,0
4126638,0
4126906,0
4128791,0
4129464,1
4130161,0
4130762,0
4131821,0
4131973,1
4132022,0
4132361,0
4133373,0
4133426,0
4133589,1
4134171,1
4134347,1
4134460,0
4134484,1
4136518,0
4136531,0
4140091,0
4140443,1
4141815,1
4144566,0
4146274,1
4146348,0
4158512,0
4162469,0
4164572,0
4166971,0
4177013,0
4183392,0
4184285,0
4184937,0
4186852,0
4190804,0
4201966,0
4204287,0
4211527,0
4214264,0
4218185,0
4227529,1
4260222,0
4276824,0
4291185,0
4312602,0
4312648,0
4319808,0
4320061,0
4344964,0
4361652,0
4362822,0
4363011,0
4365183,0
4365210,1
4365653,0
4367485,0
4367510,0
4367709,0
4368896,0
4375925,1
4379627,0
4380720,1
4382175,0
4382236,0
4391264,0
4395707,1
4396678,0
4401345,0
4406255,0
4409003,1
4409686,0
4410941,0
4411929,1
4418209,0
4420300,1
4422517,1
4422678,0
4424521,0
4425019,0
4432781,0
4442181,0
4443618,0
4448388,0
4449085,0
4450992,1
4451848,0
4452717,0
4455730,0
4455763,0
4456037,0
4456064,1
4456354,0
4457043,0
4457151,0
4457280,0
4457530,1
4457657,0
4457679,0
4458385,0
4458478,1
4459847,0
4459870,0
4460370,0
4460646,1
4460669,0
4460974,0
4461030,0
4461392,0
4461607,0
4462223,0
4462404,0
4462825,0
4463006,0
4463312,0
4463469,0
4463791,0
4463863,0
4464569,0
4464611,0
4464991,0
4465104,1
4465510,1
4465532,0
4465770,0
4466053,0
4466063,1
4466137,0
4466161,0
4466463,0
4466471,1
4466609,0
4466785,0
4466787,0
4467290,0
4467834,0
4467907,0
4468000,0
4468024,1
4468058,1
4468146,0
4469495,0
4469586,1
4469603,0
4469655,0
4470163,0
4470414,0
4470502,1
4470612,1
4470795,0
4471295,0
4471363,0
4471655,0
4471669,0
4471677,0
4471678,0
4471679,0
4471682,0
4471685,0
4471690,0
4471691,0
4471699,0
4471705,1
4471718,0
4471732,0
4471735,0
4471745,0
4471751,0
4471769,0
4471781,0
4471787,0
4471793,0
4471821,0
4471870,0
4471877,0
4471999,0
4472047,0
4472092,1
4472327,0
4472404,0
4472446,0
4472508,0
4472515,0
4472619,1
4472773,0
4472841,0
4473109,0
4473224,1
4473312,0
4473613,0
4473657,1
4473662,1
4474254,0
4474460,0
4474609,0
4474670,0
4475023,0
4475476,0
4475493,0
4476415,1
4477615,0
4477622,0
4477967,0
4477971,0
4478809,0
4478879,0
4478953,0
4479168,0
4479184,1
4479374,0
4479409,0
4479487,1
4479508,1
4479509,1
4479537,0
4480175,0
4480304,1
4480357,0
4480484,0
4480488,1
4481171,0
4481199,1
4481344,0
4481657,0
4481793,0
4481882,0
4482304,0
4482665,0
4482669,0
4482778,0
4484050,0
4484504,0
4484685,0
4484962,0
4485090,0
4485168,0
4485196,0
4485469,0
4485641,0
4485643,0
4485659,0
4485847,1
4486045,0
4486080,0
4486446,0
4486560,0
4487070,0
4488423,0
4488864,0
4489038,0
4489196,1
4489390,0
4489393,0
4489417,0
4489444,0
4489454,0
4489515,1
4489652,0
4490368,0
4490421,1
4490577,0
4490583,0
4490784,0
4490785,0
4490938,0
4491165,0
4491183,0
4491595,0
4491699,0
4492124,0
4492239,0
4492480,0
4492640,1
4492813,0
4492903,1
4492946,0
4493077,0
4493348,0
4493470,0
4493482,0
4493858,0
